Age,Income,YearsWorked,Credible
47,3188,25,0
64,4389,47,0
18,1246,0,0
60,4467,28,1
16,1277,0,1
16,866,0,0
54,4130,10,1
46,3438,25,1
56,3957,32,1
30,1937,1,0
24,1728,3,1
19,1124,0,0
24,1640,7,0
16,1423,0,1
43,3034,7,1
37,2439,2,0
63,4065,5,0
41,2683,5,0
34,2361,11,0
63,4401,29,0
58,3980,3,0
35,2500,2,1
27,1954,1,1
29,2099,5,1
26,1870,5,1
33,2404,4,1
65,4797,18,1
39,2578,8,0
37,2534,1,0
48,3033,19,0
55,3683,6,0
31,2130,10,0
18,1111,2,0
43,3088,1,1
47,3584,8,1
44,2758,27,0
21,1062,2,0
35,2452,11,1
16,874,0,0
41,2547,25,0
44,2728,1,0
50,3391,13,0
58,4018,7,0
58,4046,10,0
55,3802,8,0
30,2225,12,1
24,1767,7,1
44,3243,17,1
62,4558,33,1
43,2977,3,0
38,2673,4,1
47,3264,24,0
58,4035,1,0
29,2331,9,1
36,2787,6,1
42,2787,14,0
41,2702,22,0
24,1576,0,0
16,1631,0,1
24,1806,6,1
24,1927,2,1
30,2169,6,1
46,3022,23,0
58,4470,36,1
63,4127,37,0
38,2587,9,0
31,2191,7,1
57,4284,29,1
59,4116,27,0
47,3055,1,0
59,4057,12,0
17,1459,0,1
50,3933,22,1
48,3713,19,1
24,2090,3,1
36,2562,9,1
44,3504,1,1
60,4175,22,0
22,1679,4,1
42,2871,4,0
18,1528,0,1
30,1776,1,0
59,3987,19,0
43,3006,13,0
18,1375,2,1
34,2235,9,0
17,1259,1,1
60,4116,40,0
29,1949,4,0
34,2393,11,1
54,4099,28,1
33,1998,4,0
23,1734,4,1
17,975,1,0
44,3171,15,1
59,4042,1,0
35,2488,10,1
35,2352,18,0
47,3321,17,1
29,1839,2,0
35,2376,19,0
25,1761,8,1
29,1815,9,0
23,1290,2,0
24,2163,7,1
39,2775,19,1
47,3279,22,0
23,1486,7,0
22,1194,4,0
35,2894,7,1
19,1305,3,0
65,4583,42,1
45,3002,1,0
38,2857,12,1
48,3254,14,0
34,2701,1,1
46,3429,25,1
52,3771,8,1
20,1660,4,1
24,1605,8,0
55,3607,39,0
26,2046,8,1
16,1325,0,1
31,2159,9,0
22,1569,0,1
34,2439,8,1
16,1444,0,1
20,1016,1,0
45,3079,20,0
47,3420,7,1
25,1510,5,0
23,1512,5,0
28,1808,12,0
34,2575,18,1
42,2897,6,0
61,4003,2,0
52,3796,33,1
16,775,0,0
27,1729,11,0
24,1792,7,1
65,4504,42,0
16,1176,0,1
51,3408,27,0
17,1132,0,0
35,2543,0,1
21,1350,0,0
26,1853,9,1
53,3495,18,0
23,1456,0,0
30,2299,3,1
21,1369,0,0
18,1214,1,0
18,1198,1,0
22,1217,2,0
20,1427,2,1
47,3177,30,0
30,1715,4,0
56,3939,40,1
29,2261,12,1
41,2640,13,0
50,3542,3,1
16,701,0,0
26,2165,9,1
30,2197,3,1
54,3847,0,1
27,1759,4,0
19,1464,3,1
16,540,0,0
37,2516,21,0
24,1535,5,0
39,2622,9,0
39,2498,6,0
37,2510,5,0
25,1852,4,1
50,3642,15,1
16,1050,0,0
23,1780,5,1
48,3393,9,1
51,3552,15,0
22,1214,4,0
35,1986,10,0
62,4197,28,0
35,2953,17,1
16,1071,0,0
48,3578,5,1
21,1561,3,1
29,1699,2,0
38,2716,17,1
23,1280,6,0
46,2889,13,0
56,4365,23,1
45,3464,13,1
40,2757,14,0
27,2084,11,1
33,2041,15,0
56,3976,8,1
32,2681,1,1
32,2260,16,1
38,2630,17,0
50,3290,28,0
57,3880,18,0
47,3043,13,0
55,3793,5,0
45,3048,1,0
38,2880,16,1
50,3093,13,0
32,2086,16,0
24,1608,3,0
64,4718,18,1
61,4435,22,1
49,3350,14,0
28,1871,8,0
56,3993,38,1
39,3020,10,1
37,2325,13,0
62,4469,40,1
39,2776,9,1
43,2825,1,0
62,4302,20,0
19,1487,2,1
48,3350,5,0
51,3329,9,0
47,3185,25,0
25,1553,4,0
32,2237,1,0
47,3408,4,1
59,4004,40,0
38,2844,5,1
63,4481,37,1
16,1175,0,1
62,4277,23,0
29,1879,3,0
36,2693,5,1
17,1348,1,1
40,2834,18,1
56,4330,27,1
61,4097,18,0
22,1351,1,0
25,2177,7,1
42,3251,6,1
24,1627,8,0
57,4222,31,1
38,2543,5,0
36,2329,18,0
37,2707,21,1
51,3621,17,1
64,4735,8,1
28,1687,7,0
17,1463,1,1
58,3965,4,0
55,3517,30,0
31,2000,4,0
35,2569,17,1
33,2041,2,0
44,3117,19,1
43,2880,24,0
42,2698,23,0
31,2486,11,1
61,4655,42,1
45,2707,26,0
21,1718,3,1
54,4042,27,1
59,3936,17,0
65,4365,12,0
38,2649,8,0
24,1768,4,1
23,1339,4,0
44,3298,7,1
50,3411,23,0
39,2727,23,0
22,1484,1,0
48,3447,31,1
41,2546,10,0
41,2933,4,1
40,2791,23,0
34,1971,11,0
60,4523,35,1
41,2877,14,1
47,3302,22,1
45,3338,22,1
65,4596,18,1
30,1991,7,0
29,2245,2,1
19,1595,1,1
36,2415,13,0
22,1891,2,1
56,4258,13,1
24,1565,3,0
61,4097,41,0
64,4505,0,1
55,3716,36,0
53,4269,19,1
27,1827,4,0
54,3707,32,0
63,4370,18,0
25,1579,3,0
39,2728,12,0
38,2725,14,1
26,2056,3,1
37,2431,3,0
56,3859,26,0
50,3507,11,1
42,2822,12,0
52,3490,18,0
55,4032,39,1
54,3785,16,1
17,1184,0,0
34,2534,14,1
45,3348,10,1
20,1537,4,1
43,2813,9,0
22,1385,4,0
16,762,0,0
25,1475,7,0
63,4553,27,1
61,4301,7,1
59,3840,21,0
18,1105,0,0
59,4239,39,1
37,2625,19,1
27,1987,0,1
27,1863,8,0
39,2928,2,1
24,1899,5,1
61,4178,1,0
32,2168,13,0
38,2616,10,0
56,4625,30,1
20,1588,2,1
47,3296,14,1
63,4404,32,0
26,1959,8,1
31,1839,8,0
43,3124,13,1
22,1336,3,0
57,4088,29,1
32,2478,7,1
42,2887,17,0
63,4641,36,1
21,1664,0,1
23,1455,6,0
59,4026,0,0
46,3156,21,0
40,2864,0,1
41,2285,14,0
60,4153,44,0
60,3980,29,0
50,3397,13,0
37,2506,0,0
31,2519,11,1
20,1697,2,1
16,1218,0,1
17,1139,1,0
60,4021,3,0
19,1354,1,1
36,2630,9,1
49,3279,13,0
34,2118,2,0
18,1198,2,0
59,3886,29,0
50,3168,18,0
39,2735,23,1
22,1220,5,0
28,1845,12,0
37,2952,9,1
47,3051,10,0
33,2301,11,0
50,3533,25,1
35,2569,13,1
54,3748,6,0
19,1223,1,0
61,4872,18,1
39,2772,0,1
62,4573,27,1
54,3455,3,0
56,3875,38,0
46,3340,27,1
17,1025,0,0
57,3982,11,0
60,4361,21,1
38,2529,12,0
51,3628,31,1
33,2343,13,1
31,2592,9,1
39,2675,10,0
17,1093,1,0
63,4966,2,1
60,4132,12,0
33,2646,7,1
43,3056,27,1
49,3294,18,0
30,2109,4,1
35,2574,0,1
43,3015,0,1
34,2428,8,1
43,2941,17,0
65,3990,4,0
26,1716,2,0
22,1617,4,1
60,4184,37,0
44,3249,16,1
23,1694,7,1
18,887,2,0
17,1127,0,0
60,3869,41,0
48,3765,0,1
41,2875,7,1
21,1621,0,1
24,1695,1,1
49,3490,7,1
43,2679,7,0
59,3949,2,0
19,1423,1,1
17,1324,1,1
21,1569,5,1
64,4420,6,0
17,1223,1,1
34,2248,0,0
25,1230,8,0
54,3904,16,1
63,4719,1,1
47,3182,27,0
44,3232,7,1
41,3040,11,1
61,4443,42,1
23,1330,7,0
62,4251,28,0
26,1810,7,0
22,1755,5,1
28,2009,1,1
19,1302,0,0
57,4173,39,1
36,2618,4,1
49,3765,4,1
51,3528,0,0
38,2622,9,0
53,3826,28,1
57,4028,13,1
19,1657,2,1
23,1798,0,1
62,4110,16,0
42,3128,16,1
54,3903,20,1
24,1713,6,1
53,3550,33,0
42,2896,12,0
33,2159,4,0
52,3661,36,1
41,3069,15,1
25,2146,6,1
55,3836,7,0
20,1367,4,0
42,2835,15,0
23,1305,7,0
26,2012,7,1
40,3018,13,1
41,2967,8,1
55,4144,31,1
58,3633,10,0
61,4076,21,0
40,2698,17,0
54,3398,9,0
20,1480,0,1
54,3833,17,1
29,2141,12,1
44,2994,17,0
62,4366,30,1
41,2761,16,0
48,3351,26,0
65,4820,8,1
24,1730,5,1
49,3174,6,0
25,1794,9,1
60,4382,38,1
64,4439,38,0
21,1533,0,1
21,1380,3,0
50,3388,6,0
51,3826,20,1
63,4438,21,1
50,3607,31,1
53,3648,33,0
37,2419,12,0
23,1286,1,0
29,1751,11,0
32,2116,5,0
40,3058,9,1
16,891,0,0
64,4741,23,1
41,2967,16,1
22,1422,2,0
59,4336,24,1
45,3369,9,1
42,3422,2,1
50,3344,26,0
20,1125,0,0
62,3953,14,0
21,1333,3,0
60,3996,6,0
63,4146,41,0
16,1267,0,1
41,2809,22,0
18,1139,0,0
64,4445,32,0
31,2276,11,1
55,3613,35,0
59,4340,33,1
54,3966,5,1
45,3333,27,1
57,3769,12,0
53,3607,32,0
26,1868,4,1
44,3037,11,0
21,1582,1,1
57,3941,7,0
27,1648,7,0
39,2590,15,0
40,2861,17,1
58,4022,27,0
30,1816,3,0
53,3748,32,1
24,1811,0,1
22,1683,6,1
34,2671,11,1
26,1950,1,1
61,4528,32,1
18,1592,2,1
49,3035,4,0
61,4126,43,0
65,4321,36,0
51,3645,16,1
36,2421,1,0
63,4403,12,0
33,2274,15,0
33,2337,8,1
45,3143,16,0
34,2144,18,0
21,1368,5,0
34,2374,9,0
61,4201,42,0
36,2487,12,0
62,4540,19,1
33,2282,10,0
20,1213,1,0
29,2468,11,1
62,4036,0,0
39,2756,6,1
41,3208,20,1
27,1822,11,0
51,3246,11,0
27,1883,7,0
23,1738,0,1
64,4356,41,0
42,3265,15,1
62,4565,32,1
39,2561,23,0
46,3273,0,1
17,1404,1,1
16,911,0,0
39,2648,15,0
30,2354,7,1
31,1929,10,0
23,1701,4,1
44,3186,18,1
55,3719,31,0
54,3666,29,0
24,1330,6,0
21,1759,2,1
21,1480,0,1
34,2191,16,0
33,2120,16,0
51,3861,24,1
34,2209,0,0
35,2314,19,0
37,2702,5,1
43,2994,21,0
45,2912,14,0
32,1818,14,0
65,4767,48,1
49,3385,0,0
38,2894,15,1
65,4395,33,0
48,3245,20,0
49,3390,29,0
43,3154,22,1
55,3614,9,0
47,3405,20,1
63,4382,15,0
58,3910,23,0
41,3034,7,1
55,3870,35,1
36,2670,6,1
37,2539,3,0
49,3470,10,1
33,2233,5,0
33,2350,12,1
19,1503,1,1
23,1303,5,0
40,2941,4,1
30,2366,9,1
34,2067,1,0
43,2917,13,0
61,4109,25,0
59,4216,36,1
48,3206,27,0
58,3970,36,0
63,4131,3,0
49,3975,2,1
53,3680,15,0
18,1144,1,0
52,3600,20,0
38,2580,18,0
62,4635,27,1
45,3206,7,1
52,3791,17,1
35,2958,18,1
35,2743,7,1
25,1733,6,0
32,2467,6,1
56,3924,2,1
61,4201,26,0
26,1961,9,1
17,730,1,0
46,2893,26,0
33,2287,12,0
27,1773,5,0
45,3284,12,1
53,3554,6,0
44,2684,14,0
32,2270,0,1
63,4714,13,1
22,1235,2,0
29,1964,7,0
19,1438,1,1
48,2984,14,0
30,1826,9,0
27,2022,3,1
57,4074,10,1
56,3681,23,0
43,2487,13,0
49,3635,19,1
36,2502,0,0
51,3561,23,0
50,3511,4,1
61,4314,35,1
21,1623,0,1
44,3129,20,1
23,1475,7,0
20,1639,2,1
61,3979,32,0
46,3278,6,1
21,1489,5,1
60,4196,0,0
23,1644,6,1
32,2231,15,0
32,2089,8,0
17,1109,0,0
29,1603,10,0
17,1208,0,1
27,1994,4,1
28,1940,0,0
21,1301,1,0
32,2107,13,0
56,4023,26,1
29,2160,0,1
57,4159,5,1
60,4380,21,1
35,2396,14,0
23,1346,0,0
36,2468,1,0
45,3089,26,0
60,3942,40,0
21,1531,1,1
16,905,0,0
41,3044,13,1
65,4446,4,0
16,1145,0,1
23,2000,0,1
36,2452,2,0
20,1004,1,0
48,3330,31,0
64,4324,28,0
16,954,0,0
37,2687,13,1
46,3565,15,1
45,2999,0,0
53,3801,11,1
25,1846,8,1
17,1450,1,1
61,4172,23,0
64,4168,16,0
35,2497,15,1
36,2529,4,1
36,2388,7,0
56,3771,20,0
20,1291,1,0
40,2536,2,0
36,2070,17,0
36,2540,16,1
57,4089,2,1
30,2171,8,1
30,1923,5,0
16,1026,0,0
33,2075,10,0
54,3744,3,0
41,2789,13,0
23,1737,3,1
30,2114,5,1
60,4304,32,1
34,2417,12,1
61,4121,18,0
54,3613,12,0
28,2129,12,1
54,3768,1,0
26,1597,3,0
32,2167,16,0
56,3996,16,1
16,1047,0,0
57,4025,24,1
51,3742,22,1
55,3955,1,1
40,2989,15,1
54,3742,37,0
21,1432,5,0
58,4193,4,1
34,2315,12,0
61,4397,10,1
59,3523,30,0
44,3053,12,0
56,4057,3,1
21,1270,0,0
51,3613,11,1
61,4181,24,0
51,3643,34,1
25,1892,9,1
20,1571,4,1
42,3336,19,1
62,4580,1,1
18,1208,1,0
29,2568,8,1
41,3019,11,1
59,4157,32,1
37,2399,13,0
62,4543,20,1
28,1728,1,0
27,1746,4,0
21,1786,2,1
49,3476,30,1
51,4036,17,1
46,3347,5,1
49,3530,12,1
38,2555,20,0
17,1324,1,1
41,2713,17,0
27,1986,9,1
45,2821,26,0
60,4304,7,1
62,4375,20,1
54,3942,9,1
44,3241,4,1
31,1907,1,0
20,1509,1,1
40,2953,8,1
50,3470,21,0
50,3513,16,1
58,4069,15,1
19,1602,2,1
50,3555,32,1
36,2655,0,1
28,2372,5,1
52,3678,32,1
64,4506,28,1
50,3619,23,1
60,4120,12,0
43,3162,7,1
26,1757,5,0
56,3910,18,0
27,1764,5,0
35,2478,15,1
26,1781,7,0
35,2814,3,1
25,1507,3,0
64,4056,0,0
52,3730,25,1
28,1814,10,0
25,1577,5,0
62,4353,10,1
47,3312,10,1
60,4448,29,1
56,3501,29,0
36,2816,14,1
48,3413,17,1
34,2490,7,1
37,2505,5,0
30,2247,6,1
54,3604,35,0
49,3414,28,0
41,2940,6,1
20,1386,1,0
27,1880,8,0
31,2155,13,0
45,3061,20,0
17,1483,1,1
22,1568,4,1
25,1536,4,0
29,2277,8,1
36,2606,10,1
56,3830,10,0
40,2488,6,0
49,3599,26,1
43,2736,16,0
43,2929,8,0
54,3717,9,0
62,4306,7,0
65,4293,19,0
41,2903,6,1
39,2637,4,0
37,2480,9,0
24,1736,7,1
61,3958,37,0
43,2996,16,0
22,1418,0,0
52,3614,25,0
23,1518,3,0
55,3896,15,1
62,4522,10,1
26,1611,9,0
27,1954,11,1
57,4206,37,1
64,4342,21,0
61,3988,41,0
52,3534,20,0
41,2969,3,1
40,2680,4,0
57,4085,40,1
31,2205,7,1
36,2383,7,0
34,2235,2,0
64,4394,28,0
28,1807,7,0
65,4333,5,0
64,5055,19,1
16,919,0,0
26,1662,8,0
52,3627,23,0
24,1352,8,0
61,3991,10,0
34,2401,16,1
39,2622,10,0
47,3347,20,1
47,3393,19,1
18,895,0,0
64,4522,13,1
63,4226,20,0
25,1931,5,1
18,1336,1,1
48,3340,6,0
34,2362,16,0
46,3436,1,1
26,1450,5,0
39,2450,9,0
45,3137,28,0
21,1195,2,0
23,1567,3,0
38,2765,10,1
54,3604,18,0
21,1603,3,1
27,1916,5,1
57,3678,40,0
65,4278,26,0
34,2310,12,0
36,2459,0,0
35,2441,12,0
44,3109,7,1
45,2949,21,0
25,1710,3,0
26,1986,1,1
24,1754,7,1
45,3344,1,1
51,3941,20,1
18,1298,2,1
61,4337,41,1
23,1732,3,1
35,2962,17,1
53,3627,15,0
63,4584,44,1
53,3495,34,0
24,1939,3,1
44,3023,13,0
46,3027,3,0
47,3200,14,0
46,3376,1,1
65,4448,42,0
20,1320,4,0
56,3878,33,0
27,1779,10,0
37,2614,14,1
65,4707,20,1
18,1295,2,1
57,3885,39,0
25,1667,0,0
34,2612,8,1
42,2924,12,0
25,1998,1,1
60,4279,11,1
35,2601,9,1
59,4089,8,0
64,4451,14,0
16,1149,0,1
31,2320,7,1
54,3946,12,1
29,2154,4,1
41,2730,20,0
17,1454,0,1
45,2943,18,0
39,2977,10,1
24,1812,8,1
52,4033,19,1
18,1401,0,1
24,1916,6,1
38,2945,12,1
59,4075,41,0
23,1526,3,0
41,3000,16,1
42,3075,6,1
46,3222,22,1
51,3434,16,0
58,4461,28,1
46,3312,13,1
35,2690,0,1
46,3560,28,1
23,1767,7,1
61,4365,28,1
23,1343,0,0
41,2450,21,0
52,3710,31,1
53,3983,25,1
56,4107,38,1
63,4376,36,0
34,2342,7,0
29,2255,2,1
65,4688,4,1
38,2565,13,0
31,2268,10,1
54,3576,19,0
36,2274,16,0
31,2207,10,1
32,2238,6,0
48,3323,1,0
37,2557,19,0
54,3669,16,0
16,1078,0,0
47,3125,26,0
30,2125,4,1
56,4129,5,1
33,2225,5,0
61,4401,35,1
52,3804,24,1
36,2289,0,0
32,2109,15,0
46,3079,23,0
58,3945,42,0
56,3672,25,0
32,2089,10,0
51,3296,20,0
46,3153,24,0
34,2485,1,1
53,3487,35,0
46,3330,2,1
52,3598,15,0
24,1525,7,0
44,3185,0,1
46,3212,28,0
23,1784,1,1
45,2940,19,0
26,1965,3,1
40,2989,16,1
49,3788,4,1
25,1851,8,1
25,1694,2,0
60,4254,10,1
62,4312,16,0
52,3632,12,0
49,3398,13,0
45,3269,28,1
28,2005,7,1
52,3608,34,0
27,1746,9,0
53,3682,6,0
19,1353,1,1
50,3505,32,1
65,4411,7,0
60,4429,7,1
55,3679,13,0
26,2129,6,1
57,3905,23,0
58,3838,18,0
19,1476,3,1
47,3229,22,0
55,4047,31,1
39,2689,15,0
49,3364,28,0
23,1901,2,1
42,2889,2,0
54,3801,13,1
46,3256,11,1
24,1428,6,0
25,1791,9,1
64,4654,43,1
29,2293,9,1
53,3938,11,1
55,4105,38,1
54,3752,1,0
53,3785,24,1
48,3454,16,1
23,1412,3,0
35,2281,17,0
49,3567,2,1
41,2781,11,0
49,3574,30,1
64,4615,45,1
60,3815,38,0
59,4096,2,0
32,1901,4,0
58,4004,19,0
17,1031,0,0
43,2997,27,0
52,3763,22,1
52,3970,22,1
49,3380,4,0
31,2405,3,1
63,4390,0,0
48,3177,26,0
44,2821,4,0
42,2922,2,0
17,1038,0,0
37,2268,18,0
46,3485,30,1
39,2584,9,0
46,3092,2,0
17,1076,0,0
61,4426,7,1
48,3552,24,1
24,1290,1,0
34,2158,6,0
61,3857,43,0
48,2982,30,0
28,1866,11,0
64,4225,14,0
54,3749,19,0
20,1471,3,1
47,3093,11,0
56,3975,8,1
65,4617,3,1
28,2018,3,1
29,2134,2,1
21,1366,0,0
44,3157,6,1
65,4554,23,1
35,2554,15,1
18,1534,1,1
48,3444,13,1
64,4500,47,1
22,1723,2,1
56,4134,22,1
65,4952,16,1
50,3858,10,1
26,1527,9,0
56,3843,24,0
43,2622,0,0
53,4148,23,1
24,1780,7,1
63,4225,47,0
32,2209,12,0
27,1812,2,0
63,4619,39,1
36,2305,2,0
28,2103,10,1
61,4102,22,0
49,3469,14,1
54,3856,34,1
17,1118,0,0
54,3717,0,0
50,3693,5,1
48,3560,25,1
23,1403,7,0
38,2791,10,1
64,4342,17,0
47,2981,10,0
49,3223,15,0
41,2660,4,0
33,2483,13,1
58,3985,10,0
19,1228,3,0
30,2328,13,1
58,3851,33,0
25,1717,8,0
61,3894,36,0
43,2972,4,0
49,3426,21,0
59,3929,9,0
24,1693,6,1
60,4350,12,1
53,3905,37,1
40,2903,14,1
34,2496,1,1
44,3051,16,0
41,2864,23,0
16,1177,0,1
58,4185,0,1
53,3813,11,1
30,2114,8,1
60,4128,32,0
52,3614,10,0
21,1608,4,1
44,3083,3,1
27,1839,6,0
43,2807,4,0
21,999,0,0
43,2999,17,0
44,3039,10,0
55,3445,12,0
25,1696,5,0
29,2185,6,1
24,2086,8,1
50,3509,25,1
21,1595,2,1
62,4086,42,0
25,1767,8,1
60,4325,33,1
19,1600,0,1
64,4453,5,0
42,3025,24,1
35,2558,6,1
60,4360,26,1
30,2249,11,1
58,4254,33,1
41,2817,11,0
57,3741,5,0
54,3934,32,1
56,3944,1,1
35,2815,14,1
64,4523,47,1
48,3285,30,0
47,3016,11,0
28,1726,10,0
55,3867,2,1
39,2766,22,1
34,2537,7,1
42,2965,25,1
56,3808,4,0
60,4400,28,1
30,2280,8,1
16,854,0,0
46,3401,22,1
55,3605,25,0
52,3680,19,1
47,3308,17,1
23,1242,2,0
43,3097,3,1
17,1020,1,0
16,1143,0,1
34,2133,0,0
34,2280,16,0
29,2211,7,1
40,2684,20,0
34,2477,16,1
42,2759,23,0
60,4293,44,1
20,1325,4,0
57,3948,27,0
36,2705,7,1
50,3558,3,1
44,2878,18,0
44,3138,19,1
52,3703,34,1
62,4238,5,0
28,1732,12,0
58,4266,4,1
52,3680,25,1
18,1377,0,1
28,1721,2,0
53,3568,0,0
64,4929,24,1
46,3077,0,0
42,3081,23,1
32,2110,10,0
38,2724,3,1
16,1032,0,0
21,1788,5,1
65,4587,14,1
28,1936,8,0
40,2810,22,1
16,1214,0,1
37,2578,5,0
17,1050,1,0
53,3150,0,0
50,3504,29,1
18,1182,0,0
60,4372,32,1
64,4521,11,1
35,2134,17,0
53,3407,3,0
41,2759,0,0
62,4615,31,1
46,3361,8,1
16,1238,0,1
37,2552,0,0
38,2604,22,0
18,905,1,0
36,2500,3,0
19,1513,3,1
21,1459,0,0
35,2346,5,0
44,2827,8,0
19,1090,0,0
37,2554,14,0
35,2214,1,0
20,1147,2,0
32,2141,0,0
65,4881,7,1
39,2845,9,1
55,3304,27,0
42,3016,17,1
30,1864,8,0
55,3488,3,0
61,4621,19,1
59,4273,42,1
64,4223,26,0
48,3329,7,0
19,957,3,0
21,1377,0,0
30,1925,10,0
47,3265,24,0
44,3014,20,0
17,1273,1,1
38,2572,4,0
55,3398,5,0
35,2513,4,1
44,3021,5,0
52,3770,9,1
40,2970,11,1
29,2077,1,1
41,2690,0,0
63,4899,1,1
17,1015,1,0
54,3559,38,0
18,788,2,0
18,1598,2,1
58,4404,42,1
64,4662,48,1
44,3261,26,1
57,3951,24,0
27,2068,2,1
27,1997,1,1
38,2439,20,0
17,1246,1,1
20,1473,4,1
19,1272,1,0
45,3142,8,0
49,3927,13,1
32,2245,2,1
33,2221,16,0
59,4363,1,1
62,4231,21,0
30,2167,11,1
21,1436,2,0
16,843,0,0
45,3349,19,1
43,3089,26,1
54,3610,29,0
42,3064,20,1
45,3276,6,1
37,2532,6,0
65,4751,20,1
17,1136,0,0
28,1966,5,1
17,919,1,0
24,1842,6,1
45,2957,1,0
43,3069,22,1
31,2545,9,1
41,3019,8,1
32,1745,13,0
22,1666,1,1
40,3046,10,1
55,3824,8,0
21,1105,0,0
62,4497,18,1
25,1882,3,1
45,3001,16,0
23,1898,4,1
36,2615,11,1
22,1664,1,1
17,1319,0,1
59,4290,8,1
26,2029,9,1
60,4629,43,1
36,2416,5,0
26,2215,0,1
61,4017,36,0
21,1702,2,1
43,3441,20,1
55,4036,12,1
52,3445,11,0
45,3319,18,1
64,4309,15,0
26,1809,9,0
57,3689,11,0
16,1179,0,1
56,3967,19,1
43,2695,11,0
61,3793,30,0
37,2646,10,1
64,4489,42,1
57,4439,10,1
51,3622,2,1
19,1548,0,1
40,2885,16,1
22,1519,5,0
47,3248,30,0
16,1041,0,0
39,2583,13,0
24,1520,5,0
42,2913,3,0
31,2157,13,0
21,1403,5,0
47,3782,13,1
63,4425,28,1
19,1346,2,1
20,841,4,0
48,3150,26,0
48,3328,0,0
37,2351,3,0
56,3726,25,0
43,2935,22,0
51,3812,5,1
28,2045,4,1
40,2671,8,0
32,2076,16,0
53,3631,2,0
21,1381,0,0
45,3081,10,0
30,2042,12,0
55,3763,15,0
31,2026,10,0
46,2976,14,0
51,3588,30,1
49,3247,15,0
48,3353,24,0
61,4338,31,1
57,3869,2,0
60,4146,32,0
65,4322,49,0
25,1801,6,1
20,1300,3,0
43,3433,25,1
30,1805,9,0
64,4799,42,1
46,3153,16,0
37,2668,14,1
43,3297,4,1
19,1272,1,0
65,4475,49,0
16,789,0,0
44,2767,3,0
30,2032,8,0
23,1667,2,1
54,3846,4,1
28,1765,8,0
26,1798,4,0
38,2747,5,1
29,1744,1,0
42,2746,15,0
27,1836,10,0
33,2138,6,0
22,1494,6,0
19,1243,3,0
58,4487,33,1
54,3960,30,1
21,1417,3,0
36,2112,3,0
27,1424,1,0
21,1591,2,1
34,2376,17,0
65,4755,23,1
52,3763,16,1
41,2896,0,1
29,1608,10,0
31,2317,6,1
53,3820,27,1
34,2185,0,0
44,3271,22,1
55,3541,30,0
65,4546,4,0
26,1731,5,0
47,3497,27,1
49,3700,24,1
25,2477,4,1
31,2220,3,1
34,2290,13,0
27,1346,4,0
49,3444,2,1
28,1842,10,0
65,4783,8,1
55,3673,17,0
32,2159,0,0
17,1235,0,1
42,2657,16,0
55,3900,16,1
62,4399,11,1
63,4169,15,0
38,3069,4,1
20,1536,2,1
21,1320,5,0
52,3803,3,1
63,4246,12,0
36,2678,20,1
39,2690,6,0
16,1116,0,0
39,2658,5,0
54,3820,6,1
25,1863,5,1
47,3359,18,1
58,3904,2,0
43,3190,1,1
42,2791,11,0
16,1241,0,1
26,1408,2,0
19,1602,3,1
37,2303,18,0
41,2593,18,0
35,2929,0,1
38,2830,16,1
29,2205,7,1
64,4273,46,0
35,3255,12,1
44,3465,0,1
40,3058,17,1
65,4127,13,0
28,2003,4,1
20,1409,0,1
38,2631,10,0
51,3388,26,0
22,1518,0,0
37,2522,20,0
18,1284,0,1
45,2958,27,0
16,1351,0,1
39,2697,19,0
32,2133,7,0
16,1076,0,0
48,3437,27,1
59,4654,14,1
61,4160,37,0
41,3108,21,1
31,1934,15,0
47,3058,30,0
44,2996,23,0
30,2053,2,0
62,4595,18,1
32,2120,10,0
40,2749,24,0
59,4064,29,0
59,4123,24,0
59,4110,12,0
39,2637,17,0
52,3858,12,1
42,2659,0,0
43,3195,6,1
22,1447,4,0
56,4077,0,1
29,2143,11,1
43,2859,27,0
56,3801,22,0
33,2683,10,1
48,3335,21,0
37,2073,19,0
41,2921,2,1
22,1570,3,1
31,2215,7,1
50,3378,27,0
19,1349,3,1
36,2623,13,1
25,1839,7,1
19,1152,1,0
54,3763,9,0
26,1615,3,0
22,1565,3,1
54,3832,21,1
23,1812,2,1
32,2385,4,1
44,2940,0,0
29,1790,9,0
18,1026,2,0
35,2374,12,0
22,1694,0,1
44,3114,5,1
63,4184,33,0
49,3431,24,1
40,2888,18,1
62,4452,37,1
24,1442,7,0
43,2991,25,0
62,4018,24,0
58,4035,42,0
65,4307,48,0
18,1246,2,0
23,1316,2,0
23,1911,0,1
34,2002,18,0
36,2236,18,0
18,964,2,0
28,1800,5,0
16,1055,0,0
64,4503,46,1
59,4472,21,1
23,1676,6,1
45,3135,15,0
36,2364,2,0
61,4639,1,1
62,4165,5,0
30,2195,0,1
48,3379,25,1
40,2904,0,1
34,2588,1,1
27,1690,9,0
51,3965,6,1
40,2638,14,0
60,4220,2,1
57,3802,31,0
30,2324,9,1
61,4244,31,0
51,3882,10,1
29,2040,1,1
46,3335,21,1
35,2494,17,1
35,2395,4,0
38,2607,20,0
28,1855,11,0
46,3263,9,1
17,1416,0,1
57,3671,25,0
19,1566,3,1
26,2051,0,1
17,1145,0,0
38,2025,14,0
55,3696,9,0
24,1687,0,1
31,1871,1,0
19,1110,0,0
45,3346,1,1
64,4713,44,1
39,2746,11,1
19,1432,2,1
50,3119,13,0
